step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy,validation_loss,validation_sequence_accuracy,validation_token_accuracy
742,8598768,5936,0.018646128276360068,0.0,0.5625,,,
743,8612216,5944,0.016414495365856867,0.125,0.5641025641025641,,,
744,8623360,5952,0.018170885789816866,0.0,0.59375,,,
745,8638152,5960,0.014410170993876825,0.125,0.5833333333333334,0.014338878669656656,0.0,0.42857142857142855
746,8648912,5968,0.01828691649418342,0.125,0.5333333333333333,,,
747,8662040,5976,0.01684401476532697,0.25,0.6486486486486487,,,
748,8674272,5984,0.016981429112717786,0.0,0.5151515151515151,,,
749,8685800,5992,0.020503068820750512,0.0,0.5135135135135135,,,
750,8695600,6000,0.022613977699869094,0.0,0.41935483870967744,,,
751,8708600,6008,0.015561563438748332,0.0,0.5555555555555556,,,
752,8719232,6016,0.015365953692466154,0.0,0.6,,,
753,8735432,6024,0.014261897835109718,0.0,0.40625,0.02023113990287326,0.125,0.5333333333333333
754,8746192,6032,0.02213514335602828,0.0,0.4166666666666667,,,
755,8758104,6040,0.018953782491333327,0.0,0.4666666666666667,,,
756,8768736,6048,0.022239998322407774,0.0,0.5384615384615384,,,
757,8782504,6056,0.0147859635921064,0.0,0.5161290322580645,,,
758,8795888,6064,0.01619255561927168,0.0,0.5405405405405406,,,
759,8806648,6072,0.019095605627401743,0.0,0.5757575757575758,,,
760,8816768,6080,0.020534322382872467,0.0,0.5333333333333333,,,
761,8829448,6088,0.01414063804733488,0.125,0.5,0.025902564636900285,0.0,0.53125
762,8840016,6096,0.017612213620336555,0.0,0.4827586206896552,,,
763,8850264,6104,0.020068876849133215,0.0,0.5666666666666667,,,
764,8861728,6112,0.019520282466924162,0.0,0.5454545454545454,,,
765,8872104,6120,0.021352514640419318,0.125,0.4411764705882353,,,
766,8881456,6128,0.020411127883995486,0.0,0.5454545454545454,,,
767,8893944,6136,0.01633041516100522,0.0,0.5555555555555556,,,
768,8905408,6144,0.01915587774589255,0.0,0.5161290322580645,,,
769,8918408,6152,0.015952806707966224,0.0,0.5588235294117647,0.024306511884731628,0.0,0.45454545454545453
770,8929168,6160,0.01723607088949654,0.125,0.5555555555555556,,,
771,8939288,6168,0.020489671442816135,0.0,0.5952380952380952,,,
772,8951648,6176,0.016447544108534527,0.0,0.5588235294117647,,,
773,8965672,6184,0.012824997160375728,0.0,0.5862068965517241,,,
774,8976944,6192,0.01925961760688859,0.0,0.5,,,
775,8988216,6200,0.016047607224134387,0.0,0.6052631578947368,,,
776,8998912,6208,0.018965816706543046,0.0,0.675,,,
777,9011336,6216,0.017931564859945827,0.0,0.6216216216216216,0.02166182575613525,0.0,0.5517241379310345
778,9020496,6224,0.017349106501211062,0.0,0.52,,,
779,9032792,6232,0.017514330087044384,0.0,0.6,,,
780,9044832,6240,0.017151827301770506,0.0,0.5172413793103449,,,
781,9054888,6248,0.02010442119731343,0.0,0.6176470588235294,,,
782,9067952,6256,0.015414594004329941,0.0,0.6410256410256411,,,
783,9080568,6264,0.016562351822738745,0.0,0.5,,,
784,9094592,6272,0.015579743961215435,0.125,0.53125,,,
785,9107528,6280,0.017246513580898272,0.0,0.5,0.01679191453671064,0.0,0.5625
786,9121424,6288,0.016750722910876772,0.0,0.5675675675675675,,,
787,9131480,6296,0.018822212382135873,0.0,0.53125,,,
788,9145056,6304,0.014484752255925475,0.0,0.5263157894736842,,,
789,9153576,6312,0.020061598718996314,0.0,0.5333333333333333,,,
790,9163056,6320,0.017911671194949942,0.0,0.65,,,
791,9174136,6328,0.017868300252647427,0.0,0.6333333333333333,,,
792,9184512,6336,0.020558798561702018,0.0,0.4722222222222222,,,
793,9193992,6344,0.018624955723923916,0.0,0.4642857142857143,0.02251076420296173,0.0,0.46875
794,9206480,6352,0.016126755893395125,0.0,0.6111111111111112,,,
795,9219352,6360,0.018368609074696167,0.0,0.6410256410256411,,,
796,9231712,6368,0.019232918036006085,0.0,0.5,,,
797,9241512,6376,0.019329877774297736,0.25,0.5862068965517241,,,
798,9253232,6384,0.020355934552434656,0.125,0.6071428571428571,,,
799,9263864,6392,0.01737661032152543,0.0,0.6578947368421053,,,
800,9277888,6400,0.015467222966172239,0.0,0.5294117647058824,,,
801,9289032,6408,0.018695397939549857,0.0,0.47058823529411764,0.017683368771707703,0.125,0.5
802,9299088,6416,0.019994354632193366,0.0,0.5161290322580645,,,
803,9309528,6424,0.01824439547341157,0.125,0.6129032258064516,,,
804,9323872,6432,0.012621036040018256,0.125,0.625,,,
805,9333288,6440,0.02403828086587963,0.0,0.5348837209302325,,,
806,9343472,6448,0.020927223890520544,0.0,0.5428571428571428,,,
807,9352760,6456,0.021575233261903273,0.125,0.5862068965517241,,,
808,9363456,6464,0.016869400905412207,0.0,0.5833333333333334,,,
809,9376456,6472,0.017229098246371928,0.125,0.6666666666666666,0.015899790648300553,0.125,0.625
810,9386448,6480,0.02002599951664556,0.0,0.5641025641025641,,,
811,9398360,6488,0.016151723597795438,0.0,0.5588235294117647,,,
812,9408544,6496,0.02039218357957073,0.0,0.4722222222222222,,,
813,9423208,6504,0.011214888281651294,0.125,0.6363636363636364,,,
814,9434096,6512,0.019293128546083522,0.0,0.46875,,,
815,9445304,6520,0.021185903132556035,0.0,0.4864864864864865,,,
816,9457664,6528,0.012869325199857456,0.25,0.6875,,,
817,9467208,6536,0.018005671465672817,0.0,0.6363636363636364,0.014405626451257793,0.0,0.6363636363636364
818,9477136,6544,0.019187034744863607,0.0,0.5666666666666667,,,
819,9487576,6552,0.01950067616418643,0.0,0.5,,,
820,9498848,6560,0.019657415860686853,0.0,0.5714285714285714,,,
821,9510056,6568,0.018641874061430294,0.125,0.6285714285714286,,,
822,9521328,6576,0.01842897848704518,0.125,0.6363636363636364,,,
823,9531000,6584,0.01938001243955183,0.125,0.6060606060606061,,,
824,9539520,6592,0.019972170753460423,0.0,0.5666666666666667,,,
825,9548872,6600,0.022694397886534563,0.0,0.5151515151515151,0.01797043984946236,0.0,0.5714285714285714
826,9560336,6608,0.017973260927544445,0.125,0.6363636363636364,,,
827,9572952,6616,0.017563120357424564,0.0,0.5945945945945946,,,
828,9582432,6624,0.02255591020049952,0.125,0.5757575757575758,,,
829,9594408,6632,0.01776475027550651,0.0,0.5882352941176471,,,
830,9608624,6640,0.015895744081476003,0.0,0.5128205128205128,,,
831,9619320,6648,0.020345325644754147,0.125,0.4864864864864865,,,
832,9630976,6656,0.01784217004798643,0.0,0.5483870967741935,,,
833,9641800,6664,0.016399196682751787,0.125,0.7058823529411765,0.01910963799900076,0.125,0.5882352941176471
834,9655120,6672,0.015251745403537936,0.0,0.59375,,,
835,9667608,6680,0.016950070668490247,0.0,0.6410256410256411,,,
836,9678240,6688,0.019371224424746362,0.0,0.5,,,
837,9689384,6696,0.017666683731597254,0.0,0.5625,,,
838,9702064,6704,0.014115507460006973,0.125,0.5,,,
839,9713464,6712,0.018851484254406022,0.0,0.6285714285714286,,,
840,9724608,6720,0.016814288754727885,0.0,0.5,,,
841,9732680,6728,0.020596553189433143,0.0,0.6666666666666666,0.017404815429469454,0.0,0.6060606060606061
842,9743056,6736,0.0194412110408002,0.125,0.5588235294117647,,,
843,9753240,6744,0.019680543976627593,0.0,0.5172413793103449,,,
844,9766304,6752,0.014331901852380192,0.0,0.5588235294117647,,,
845,9776680,6760,0.01551946574724434,0.0,0.5555555555555556,,,
846,9786352,6768,0.0192608858596969,0.0,0.43333333333333335,,,
847,9794680,6776,0.020072010719278985,0.0,0.5483870967741935,,,
848,9806208,6784,0.016086201960824553,0.0,0.5294117647058824,,,
849,9821448,6792,0.015186540573480772,0.125,0.6666666666666666,0.013283166224654062,0.125,0.53125
850,9834256,6800,0.01700980241809587,0.0,0.5454545454545454,,,
851,9846168,6808,0.014311727233215329,0.0,0.5185185185185185,,,
852,9857248,6816,0.015898917882931178,0.0,0.5555555555555556,,,
853,9868968,6824,0.015747356894418127,0.0,0.5555555555555556,,,
854,9878640,6832,0.02054162728636736,0.0,0.5833333333333334,,,
855,9891128,6840,0.017245128103377444,0.125,0.6071428571428571,,,
856,9902080,6848,0.018861865318835082,0.0,0.5,,,
857,9912456,6856,0.016198445020246532,0.125,0.59375,0.016598055286368495,0.0,0.48148148148148145
858,9923088,6864,0.01958305706806138,0.0,0.5555555555555556,,,
859,9934872,6872,0.018789793650623495,0.0,0.5333333333333333,,,
860,9944608,6880,0.018563358594989348,0.0,0.5806451612903226,,,
861,9956200,6888,0.02145152362542557,0.0,0.5483870967741935,,,
862,9966064,6896,0.020940299339520144,0.125,0.6333333333333333,,,
863,9976376,6904,0.018673581380988256,0.0,0.5357142857142857,,,
864,9988224,6912,0.019164076779421363,0.0,0.6216216216216216,,,
865,9997768,6920,0.020909626147959416,0.0,0.5757575757575758,0.018788676757569275,0.0,0.5161290322580645
866,10011024,6928,0.015518582342762254,0.0,0.4666666666666667,,,
867,10020504,6936,0.01833452521700914,0.0,0.6363636363636364,,,
868,10032416,6944,0.016905318047782048,0.0,0.5,,,
869,10045928,6952,0.017439129451725478,0.0,0.5588235294117647,,,
870,10056560,6960,0.019143631883533643,0.0,0.5277777777777778,,,
871,10069240,6968,0.01581059315543201,0.0,0.5675675675675675,,,
872,10080320,6976,0.018854965232939693,0.0,0.5277777777777778,,,
873,10092168,6984,0.014700343666695663,0.0,0.5833333333333334,0.013225417803812672,0.0,0.5945945945945946
874,10104400,6992,0.01814226466721735,0.0,0.5675675675675675,,,
875,10112984,7000,0.02033129239255474,0.0,0.6333333333333333,,,
876,10124576,7008,0.017848544419736136,0.0,0.6388888888888888,,,
877,10140584,7016,0.01369420546592098,0.0,0.6388888888888888,,,
878,10150256,7024,0.021720424881345842,0.0,0.4444444444444444,,,
879,10160760,7032,0.01806260998609175,0.0,0.6410256410256411,,,
880,10172416,7040,0.019602274868038606,0.0,0.5263157894736842,,,
881,10184904,7048,0.016646875113920285,0.0,0.5483870967741935,0.019188562846843824,0.0,0.53125
882,10194704,7056,0.020925096483136403,0.0,0.5714285714285714,,,
883,10206552,7064,0.01669664816891525,0.0,0.5666666666666667,,,
884,10221664,7072,0.013540210966947793,0.125,0.5357142857142857,,,
885,10232360,7080,0.02201792306648091,0.0,0.5454545454545454,,,
886,10244656,7088,0.015671823748665836,0.125,0.6428571428571429,,,
887,10258232,7096,0.013279351523117187,0.125,0.5555555555555556,,,
888,10269504,7104,0.018984434848316824,0.25,0.6129032258064516,,,
889,10282248,7112,0.018125599389343775,0.0,0.5161290322580645,0.016059973801643646,0.0,0.5806451612903226
890,10292496,7120,0.018328638991548175,0.0,0.5357142857142857,,,
891,10306520,7128,0.01554058576392701,0.125,0.59375,,,
892,10318368,7136,0.01747755589835791,0.0,0.5428571428571428,,,
893,10329576,7144,0.0171208241123315,0.0,0.6,,,
894,10340080,7152,0.018359412456909883,0.125,0.5555555555555556,,,
895,10349624,7160,0.02053314580679452,0.0,0.5151515151515151,,,
896,10360128,7168,0.019884747857937226,0.125,0.5714285714285714,,,
897,10372552,7176,0.017569074844918313,0.125,0.5454545454545454,0.015123978420253115,0.0,0.5428571428571428
898,10386512,7184,0.014510626096286993,0.125,0.5588235294117647,,,
899,10401048,7192,0.013766570586438025,0.0,0.6129032258064516,,,
900,10417120,7200,0.013170490562687475,0.0,0.5714285714285714,,,
901,10429352,7208,0.01963102254692165,0.0,0.5789473684210527,,,
902,10441072,7216,0.023316629919809373,0.0,0.5263157894736842,,,
903,10451384,7224,0.020189004257834535,0.0,0.5555555555555556,,,
904,10461376,7232,0.01965901864628273,0.0,0.53125,,,
905,10473160,7240,0.019301290140367182,0.0,0.6388888888888888,0.02077147524915141,0.0,0.5526315789473685
906,10483408,7248,0.016670998318239823,0.0,0.5277777777777778,,,
907,10494360,7256,0.02101667796756869,0.25,0.6333333333333333,,,
908,10504224,7264,0.017644744250493942,0.0,0.5833333333333334,,,
909,10515112,7272,0.01938161102398019,0.0,0.5757575757575758,,,
910,10523376,7280,0.021345790384583608,0.0,0.6176470588235294,,,
911,10533368,7288,0.02045768025975195,0.0,0.5161290322580645,,,
912,10544192,7296,0.018315888235172287,0.125,0.5806451612903226,,,
913,10553864,7304,0.019995381779773416,0.0,0.5757575757575758,0.019591605701012395,0.0,0.5
914,10564560,7312,0.018782115217255438,0.0,0.5483870967741935,,,
915,10574616,7320,0.01987087982626187,0.0,0.5142857142857142,,,
916,10587936,7328,0.01741049044429667,0.0,0.4375,,,
917,10599080,7336,0.015082721597220985,0.0,0.6060606060606061,,,
918,10611760,7344,0.01711896494824308,0.0,0.4722222222222222,,,
919,10624568,7352,0.01660300356653499,0.0,0.6176470588235294,,,
920,10639232,7360,0.012251056873279185,0.0,0.5333333333333333,,,
921,10651848,7368,0.017449685369828927,0.0,0.5714285714285714,0.016031280192132277,0.0,0.5428571428571428
922,10664144,7376,0.014939537253111796,0.125,0.4642857142857143,,,
923,10676184,7384,0.01813656116787445,0.0,0.5277777777777778,,,
924,10688352,7392,0.015451257048791193,0.0,0.6111111111111112,,,
925,10700904,7400,0.01730689472752607,0.0,0.5757575757575758,,,
926,10712752,7408,0.018073419471046716,0.0,0.5483870967741935,,,
927,10725048,7416,0.01726175574218867,0.0,0.5789473684210527,,,
928,10734592,7424,0.021191138459929332,0.0,0.5517241379310345,,,
929,10746056,7432,0.01795521074201877,0.125,0.7027027027027027,0.015659938104120343,0.0,0.5625
930,10756752,7440,0.015762041206581746,0.0,0.5588235294117647,,,
931,10766488,7448,0.020191073133713523,0.0,0.5789473684210527,,,
932,10776544,7456,0.01848981800755215,0.0,0.6666666666666666,,,
933,10786280,7464,0.021011260249024215,0.0,0.48148148148148145,,,
934,10799920,7472,0.017463832132153256,0.0,0.6333333333333333,,,
935,10811512,7480,0.01693910714387814,0.0,0.5,,,
936,10822272,7488,0.02019227954923307,0.0,0.53125,,,
937,10833544,7496,0.017909374935182156,0.0,0.5666666666666667,0.017389550184311015,0.0,0.5555555555555556
938,10845904,7504,0.017063295455950738,0.0,0.5135135135135135,,,
939,10856728,7512,0.018564517700537707,0.0,0.5588235294117647,,,
940,10867104,7520,0.017016558129707263,0.0,0.5526315789473685,,,
941,10879784,7528,0.016834917729446564,0.0,0.48484848484848486,,,
942,10890736,7536,0.020501308141140418,0.0,0.5588235294117647,,,
943,10900024,7544,0.01855337790622299,0.0,0.5757575757575758,,,
944,10909440,7552,0.02098767215034897,0.0,0.6060606060606061,,,
945,10923784,7560,0.014411740487654092,0.0,0.5,0.0185300129502539,0.0,0.5517241379310345
946,10932880,7568,0.02091853411814181,0.0,0.5172413793103449,,,
947,10942680,7576,0.021069082588195273,0.0,0.5833333333333334,,,
948,10956256,7584,0.014813321773331977,0.0,0.5333333333333333,,,
949,10967208,7592,0.018943726284734414,0.0,0.5757575757575758,,,
950,10977904,7600,0.0173553658996137,0.0,0.5625,,,
951,10991992,7608,0.017305338242505214,0.0,0.42424242424242425,,,
952,11002048,7616,0.019287714198889402,0.125,0.6666666666666666,,,
953,11013256,7624,0.01594721353655738,0.0,0.5757575757575758,0.018693503742433355,0.0,0.47058823529411764
954,11021904,7632,0.020299559510807922,0.0,0.5333333333333333,,,
955,11031640,7640,0.01763942701871908,0.0,0.5757575757575758,,,
956,11043424,7648,0.016732090207494544,0.0,0.5625,,,
957,11053864,7656,0.01910875961178811,0.125,0.5185185185185185,,,
958,11065392,7664,0.015516473956205017,0.0,0.6333333333333333,,,
959,11075640,7672,0.018115443346611016,0.0,0.6857142857142857,,,
960,11088256,7680,0.017070412841803027,0.0,0.5483870967741935,,,
961,11097672,7688,0.020380322031033186,0.0,0.5454545454545454,0.015443427786200973,0.0,0.5666666666666667
962,11108176,7696,0.01961436946803344,0.0,0.6,,,
963,11118552,7704,0.021458796719965378,0.0,0.46875,,,
964,11130592,7712,0.014142891335773908,0.0,0.6285714285714286,,,
965,11144296,7720,0.014313838551801527,0.0,0.6285714285714286,,,
966,11158128,7728,0.015370202854222494,0.0,0.5454545454545454,,,
967,11168120,7736,0.020492999680518435,0.125,0.5,,,
968,11184128,7744,0.011122890871498065,0.125,0.6842105263157895,,,
969,11194248,7752,0.01965328434680128,0.0,0.5789473684210527,0.015410554221916395,0.0,0.5625
970,11205456,7760,0.016552420818608016,0.125,0.6875,,,
971,11217752,7768,0.01742113856767125,0.0,0.6,,,
972,11226976,7776,0.015746493736553787,0.125,0.5555555555555556,,,
973,11237992,7784,0.021005875261347506,0.125,0.5142857142857142,,,
974,11247472,7792,0.020805480004821464,0.0,0.4375,,,
975,11258168,7800,0.01571259733210563,0.125,0.6071428571428571,,,
976,11271616,7808,0.01643814271524214,0.0,0.6190476190476191,,,
977,11283400,7816,0.017811411699687828,0.125,0.5357142857142857,0.020184645214075134,0.0,0.5135135135135135
978,11298192,7824,0.013841333607964858,0.0,0.5757575757575758,,,
979,11310744,7832,0.015878544865899995,0.0,0.5142857142857142,,,
980,11321120,7840,0.01711438200560478,0.0,0.5625,,,
981,11333096,7848,0.01847499127271334,0.0,0.6,,,
982,11343216,7856,0.017912092297868314,0.0,0.5,,,
983,11353784,7864,0.021421851120109473,0.0,0.5555555555555556,,,
984,11365696,7872,0.016389655742055788,0.0,0.5833333333333334,,,
985,11378120,7880,0.01636245076782218,0.0,0.5625,0.020135641985534133,0.0,0.5428571428571428
986,11392912,7888,0.011892546832708108,0.25,0.7333333333333333,,,
987,11405528,7896,0.017044945925620787,0.0,0.6,,,
988,11417568,7904,0.01809155490110364,0.0,0.8347107438016529,,,
989,11430184,7912,0.019762579875822726,0.0,0.5151515151515151,,,
990,11440432,7920,0.022588509687277294,0.0,0.47058823529411764,,,
991,11450168,7928,0.023180133822475916,0.0,0.5405405405405406,,,
992,11460928,7936,0.015679895565432728,0.0,0.59375,,,
993,11472584,7944,0.01776362938124693,0.0,0.6,0.01621532482664651,0.0,0.4482758620689655
994,11485712,7952,0.01596910929685405,0.0,0.7111111111111111,,,
995,11495960,7960,0.019064468299615688,0.0,0.5882352941176471,,,
996,11508832,7968,0.015576224208764474,0.0,0.6206896551724138,,,
997,11522216,7976,0.01407398957201781,0.125,0.5625,,,
998,11532784,7984,0.01935188084382604,0.0,0.5161290322580645,,,
999,11542840,7992,0.019376604382976906,0.0,0.5806451612903226,,,
1000,11556608,8000,0.017580289472123357,0.0,0.5897435897435898,,,
1001,11567752,8008,0.017149249232130404,0.0,0.6216216216216216,0.020971973470414497,0.0,0.5128205128205128
1002,11579984,8016,0.016202570116668456,0.125,0.53125,,,
1003,11595992,8024,0.01158464552860401,0.0,0.5625,,,
1004,11605920,8032,0.019863263024953344,0.0,0.5428571428571428,,,
1005,11615464,8040,0.01588683775516114,0.0,0.5925925925925926,,,
1006,11627440,8048,0.017409074495774363,0.0,0.5675675675675675,,,
1007,11637432,8056,0.02256972394445977,0.0,0.45714285714285713,,,
1008,11653504,8064,0.013967455557495472,0.0,0.6,,,
1009,11664968,8072,0.019456771124914205,0.125,0.6060606060606061,0.012336682221742482,0.0,0.6571428571428571
1010,11675856,8080,0.01967436340046263,0.0,0.5405405405405406,,,
1011,11687320,8088,0.01658400359491407,0.0,0.5294117647058824,,,
1012,11699616,8096,0.018067342899966136,0.0,0.4838709677419355,,,
1013,11709672,8104,0.023498354165927063,0.0,0.48484848484848486,,,
1014,11724720,8112,0.012665026699937033,0.0,0.5714285714285714,,,
1015,11738168,8120,0.01594054974173463,0.0,0.41935483870967744,,,
1016,11748480,8128,0.01656413470707322,0.0,0.5945945945945946,,,
1017,11762184,8136,0.015298208943098733,0.0,0.5161290322580645,0.015476893193049956,0.0,0.42857142857142855
1018,11774288,8144,0.018107886900548507,0.125,0.5161290322580645,,,
1019,11786712,8152,0.016980635502141534,0.0,0.5757575757575758,,,
1020,11797728,8160,0.01798655441081089,0.0,0.5151515151515151,,,
1021,11810920,8168,0.014938852019416197,0.0,0.5454545454545454,,,
1022,11821488,8176,0.018953537236442334,0.0,0.5454545454545454,,,
1023,11833848,8184,0.017576279366006753,0.0,0.5263157894736842,,,
1024,11844544,8192,0.018569668445063848,0.0,0.625,,,
1025,11855752,8200,0.015039935557557569,0.0,0.5666666666666667,0.011264789002410151,0.0,0.5882352941176471
1026,11867472,8208,0.019297600542922226,0.0,0.5405405405405406,,,
1027,11881112,8216,0.015336586270214374,0.0,0.5806451612903226,,,
1028,11892448,8224,0.017725085018144036,0.0,0.45714285714285713,,,
1029,11907624,8232,0.012867741871603807,0.0,0.5862068965517241,,,
1030,11918768,8240,0.013985446190137788,0.125,0.6451612903225806,,,
1031,11930744,8248,0.018639362748094624,0.0,0.5151515151515151,,,
1032,11939648,8256,0.01709407949192868,0.0,0.5882352941176471,,,
1033,11950792,8264,0.01605681750930423,0.0,0.5675675675675675,0.016956868101180033,0.0,0.48484848484848486
1034,11964176,8272,0.01477121886158413,0.0,0.53125,,,
1035,11976024,8280,0.01789364078224702,0.0,0.48484848484848486,,,
1036,11988448,8288,0.019160857818172974,0.0,0.575,,,
1037,12000680,8296,0.018724671829555884,0.0,0.5625,,,
1038,12013424,8304,0.016858428963733223,0.0,0.5161290322580645,,,
1039,12025528,8312,0.014029998150616441,0.0,0.6578947368421053,,,
1040,12038656,8320,0.014654335252256586,0.0,0.5897435897435898,,,
1041,12050184,8328,0.017565232817031796,0.0,0.5675675675675675,0.02031955073501404,0.0,0.42424242424242425
1042,12061840,8336,0.017366696957562638,0.0,0.4838709677419355,,,
1043,12072280,8344,0.018590965584474144,0.125,0.6129032258064516,,,
1044,12087456,8352,0.014592068917492658,0.25,0.6060606060606061,,,
1045,12099176,8360,0.01872877850801454,0.0,0.5483870967741935,,,
1046,12109360,8368,0.020142537004209912,0.0,0.5128205128205128,,,
1047,12121272,8376,0.01667940979539213,0.0,0.5,,,
1048,12130752,8384,0.022449714750459024,0.0,0.5,,,
1049,12143688,8392,0.014763297904599916,0.0,0.5588235294117647,0.019433574053029073,0.125,0.5675675675675675
1050,12157264,8400,0.014226026451897683,0.0,0.5806451612903226,,,
1051,12167832,8408,0.0184721293254301,0.0,0.4,,,
1052,12178528,8416,0.0211203943383366,0.0,0.5357142857142857,,,
1053,12188712,8424,0.018398725339584893,0.0,0.5862068965517241,,,
1054,12203056,8432,0.011748215423576878,0.0,0.5806451612903226,,,
1055,12213688,8440,0.015765699559991974,0.0,0.6153846153846154,,,
1056,12226368,8448,0.016548663743371442,0.125,0.5555555555555556,,,
1057,12237256,8456,0.015490493886839485,0.0,0.6,0.016955423219433677,0.0,0.6153846153846154
1058,12251536,8464,0.014322751458508112,0.125,0.5769230769230769,,,
1059,12263064,8472,0.018013633076806094,0.0,0.5454545454545454,,,
1060,12274336,8480,0.018193883552617095,0.0,0.5945945945945946,,,
1061,12286248,8488,0.018321654548495124,0.125,0.5,,,
1062,12294960,8496,0.02072819313860296,0.0,0.6129032258064516,,,
1063,12303032,8504,0.02157250075748073,0.0,0.4722222222222222,,,
1064,12317248,8512,0.016207778837322093,0.0,0.5714285714285714,,,
1065,12329864,8520,0.014528727432574771,0.0,0.71875,0.015143215103019782,0.0,0.5526315789473685
1066,12341200,8528,0.017886608505053796,0.125,0.6333333333333333,,,
1067,12354584,8536,0.016300443628168227,0.0,0.5862068965517241,,,
1068,12365600,8544,0.019831253722377883,0.0,0.4666666666666667,,,
1069,12377192,8552,0.015976179032878273,0.125,0.5769230769230769,,,
1070,12385648,8560,0.02325110886468065,0.125,0.5833333333333334,,,
1071,12398072,8568,0.018731004335996258,0.0,0.5,,,
1072,12410816,8576,0.014661157143639981,0.0,0.6285714285714286,,,
1073,12421704,8584,0.021246692563146957,0.0,0.5428571428571428,0.01613534077657312,0.125,0.6129032258064516
1074,12433232,8592,0.015741130472389824,0.0,0.6764705882352942,,,
1075,12442904,8600,0.022596004398225185,0.0,0.5625,,,
1076,12454304,8608,0.01777087133773316,0.0,0.5428571428571428,,,
1077,12465512,8616,0.020666157273748008,0.0,0.5172413793103449,,,
1078,12476592,8624,0.018632976362580465,0.0,0.5925925925925926,,,
1079,12486904,8632,0.017879000552952957,0.0,0.5185185185185185,,,
1080,12496576,8640,0.021660940692687574,0.0,0.5142857142857142,,,
1081,12506568,8648,0.020392201085268024,0.0,0.4827586206896552,0.020345106769622975,0.125,0.5172413793103449
1082,12518864,8656,0.017097770798221345,0.0,0.48148148148148145,,,
1083,12529496,8664,0.020108084587776017,0.0,0.48484848484848486,,,
1084,12540768,8672,0.01628535329767644,0.0,0.5862068965517241,,,
1085,12549928,8680,0.02057077154780104,0.0,0.5277777777777778,,,
1086,12559728,8688,0.017532181475484493,0.0,0.48,,,
1087,12572792,8696,0.015874344258233024,0.125,0.6764705882352942,,,
1088,12584320,8704,0.017714749840940954,0.0,0.6470588235294118,,,
1089,12593800,8712,0.02170777880834515,0.0,0.48484848484848486,0.016406944565438893,0.0,0.5172413793103449
1090,12603152,8720,0.01883281002532292,0.125,0.5555555555555556,,,
1091,12614104,8728,0.017367541004377807,0.0,0.5333333333333333,,,
1092,12625120,8736,0.016315996970151608,0.0,0.5517241379310345,,,
1093,12640296,8744,0.013834896666537252,0.125,0.5925925925925926,,,
1094,12651568,8752,0.017061738677968768,0.0,0.6153846153846154,,,
1095,12662328,8760,0.018918783499810517,0.0,0.5882352941176471,,,
1096,12672704,8768,0.020202929410439982,0.0,0.5517241379310345,,,
1097,12682760,8776,0.019394563283656855,0.0,0.5555555555555556,0.017021929371257367,0.0,0.6060606060606061
1098,12694160,8784,0.018210997479357838,0.125,0.6216216216216216,,,
1099,12706264,8792,0.016795010990916695,0.0,0.6,,,
1100,12716832,8800,0.021616902743576572,0.0,0.5714285714285714,,,
1101,12728936,8808,0.016137319009573773,0.0,0.5897435897435898,,,
1102,12740336,8816,0.017924569488236976,0.0,0.5454545454545454,,,
1103,12753336,8824,0.015325725200698857,0.0,0.5675675675675675,,,
1104,12767040,8832,0.015149701011408409,0.0,0.5161290322580645,,,
1105,12778568,8840,0.016937607179066814,0.0,0.6046511627906976,0.018951999733339178,0.125,0.5714285714285714
1106,12790288,8848,0.015378393177026996,0.125,0.6,,,
1107,12800216,8856,0.018572305104075426,0.0,0.4666666666666667,,,
1108,12809824,8864,0.01950401757579096,0.125,0.5483870967741935,,,
1109,12820264,8872,0.01647265239054255,0.125,0.6176470588235294,,,
1110,12829808,8880,0.019579697711844795,0.0,0.6363636363636364,,,
1111,12839864,8888,0.01810441862577036,0.0,0.6060606060606061,,,
1112,12852160,8896,0.015751496322818928,0.0,0.5151515151515151,,,
1113,12864328,8904,0.016622471699655167,0.0,0.5925925925925926,0.021482473940467827,0.125,0.5348837209302325
1114,12878544,8912,0.013559042773386107,0.0,0.5294117647058824,,,
1115,12892312,8920,0.014549635023589942,0.0,0.5483870967741935,,,
1116,12904992,8928,0.015987841781044263,0.0,0.5,,,
1117,12916520,8936,0.017397049190922866,0.0,0.4838709677419355,,,
1118,12929264,8944,0.015964996622007756,0.0,0.375,,,
1119,12940408,8952,0.015469667831277087,0.0,0.6333333333333333,,,
1120,12951360,8960,0.019170751213436463,0.0,0.6451612903225806,,,
1121,12964616,8968,0.015167748323398912,0.0,0.5161290322580645,0.018632134683088775,0.0,0.5454545454545454
1122,12975312,8976,0.017928301448545333,0.0,0.5135135135135135,,,
1123,12986264,8984,0.015892210688450904,0.125,0.5555555555555556,,,
1124,12998048,8992,0.014199008723570024,0.0,0.59375,,,
1125,13011304,9000,0.013601358347566997,0.0,0.6,,,
1126,13023152,9008,0.01549957059079364,0.0,0.5454545454545454,,,
1127,13034488,9016,0.0205890374090667,0.0,0.42857142857142855,,,
1128,13044480,9024,0.02127395913988305,0.0,0.5428571428571428,,,
1129,13053128,9032,0.02111245184192372,0.0,0.6060606060606061,0.016881330415742506,0.0,0.4838709677419355
1130,13064272,9040,0.016950813143756186,0.125,0.6875,,,
